-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0
-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0
-19.933	-19.866	-19.799	-19.732	-19.665	-19.598	-19.532	-19.466	-19.401	-19.336	-19.271	-19.208	-19.145	-19.083	-19.023	-18.964	-18.908	-18.854	-18.804	-18.759	-18.719	-18.686	-18.661	-18.644	-18.635	-18.633	-18.638	-18.648	-18.66	-18.674	-18.689	-18.706	-18.726	-18.749	-18.776	-18.806	-18.84	-18.878	-18.92	-18.968	-19.02	-19.08	-19.146	-19.223	-19.311	-19.418	-19.552	-19.736	-20.043
-19.942	-19.874	-19.807	-19.74	-19.673	-19.606	-19.54	-19.474	-19.409	-19.344	-19.28	-19.216	-19.153	-19.092	-19.031	-18.973	-18.916	-18.862	-18.812	-18.767	-18.727	-18.695	-18.669	-18.652	-18.643	-18.642	-18.646	-18.656	-18.669	-18.683	-18.698	-18.714	-18.734	-18.757	-18.784	-18.814	-18.848	-18.886	-18.928	-18.976	-19.029	-19.088	-19.155	-19.231	-19.32	-19.426	-19.56	-19.744	-20.052
-19.95	-19.882	-19.815	-19.748	-19.681	-19.615	-19.548	-19.483	-19.417	-19.352	-19.288	-19.224	-19.162	-19.1	-19.039	-18.981	-18.924	-18.871	-18.821	-18.775	-18.736	-18.703	-18.678	-18.661	-18.652	-18.65	-18.655	-18.664	-18.677	-18.691	-18.706	-18.723	-18.743	-18.766	-18.792	-18.822	-18.857	-18.894	-18.937	-18.984	-19.037	-19.096	-19.163	-19.239	-19.328	-19.434	-19.568	-19.752	-20.06
-19.958	-19.89	-19.823	-19.756	-19.689	-19.623	-19.557	-19.491	-19.425	-19.361	-19.296	-19.233	-19.17	-19.108	-19.048	-18.989	-18.933	-18.879	-18.829	-18.784	-18.744	-18.711	-18.686	-18.669	-18.66	-18.658	-18.663	-18.672	-18.685	-18.699	-18.714	-18.731	-18.751	-18.774	-18.801	-18.831	-18.865	-18.903	-18.945	-18.993	-19.045	-19.104	-19.171	-19.247	-19.336	-19.442	-19.576	-19.76	-20.068
-19.966	-19.899	-19.831	-19.764	-19.697	-19.631	-19.565	-19.499	-19.434	-19.369	-19.304	-19.241	-19.178	-19.116	-19.056	-18.997	-18.941	-18.887	-18.837	-18.792	-18.753	-18.719	-18.694	-18.677	-18.668	-18.667	-18.671	-18.681	-18.693	-18.708	-18.723	-18.739	-18.759	-18.782	-18.809	-18.839	-18.873	-18.911	-18.954	-19.001	-19.054	-19.113	-19.179	-19.256	-19.344	-19.451	-19.585	-19.769	-20.076
-19.974	-19.907	-19.84	-19.772	-19.706	-19.639	-19.573	-19.507	-19.442	-19.377	-19.313	-19.249	-19.186	-19.125	-19.064	-19.006	-18.949	-18.896	-18.846	-18.801	-18.761	-18.728	-18.702	-18.685	-18.677	-18.675	-18.68	-18.689	-18.702	-18.716	-18.731	-18.747	-18.767	-18.791	-18.817	-18.847	-18.881	-18.919	-18.962	-19.009	-19.062	-19.121	-19.188	-19.264	-19.353	-19.459	-19.593	-19.777	-20.084
-19.982	-19.915	-19.848	-19.781	-19.714	-19.647	-19.581	-19.515	-19.45	-19.385	-19.321	-19.257	-19.195	-19.133	-19.073	-19.014	-18.957	-18.904	-18.854	-18.809	-18.769	-18.736	-18.711	-18.694	-18.685	-18.683	-18.688	-18.697	-18.71	-18.724	-18.739	-18.756	-18.776	-18.799	-18.826	-18.856	-18.89	-18.928	-18.97	-19.017	-19.07	-19.129	-19.196	-19.272	-19.361	-19.467	-19.601	-19.785	-20.093
-19.991	-19.923	-19.856	-19.789	-19.722	-19.656	-19.589	-19.524	-19.458	-19.393	-19.329	-19.266	-19.203	-19.141	-19.081	-19.022	-18.966	-18.912	-18.862	-18.817	-18.777	-18.744	-18.719	-18.702	-18.693	-18.692	-18.696	-18.706	-18.718	-18.732	-18.747	-18.764	-18.784	-18.807	-18.834	-18.864	-18.898	-18.936	-18.978	-19.025	-19.078	-19.137	-19.204	-19.28	-19.369	-19.475	-19.609	-19.793	-20.101
-19.999	-19.931	-19.864	-19.797	-19.73	-19.664	-19.598	-19.532	-19.466	-19.402	-19.337	-19.274	-19.211	-19.149	-19.089	-19.03	-18.974	-18.92	-18.871	-18.825	-18.786	-18.753	-18.727	-18.71	-18.701	-18.7	-18.705	-18.714	-18.727	-18.741	-18.756	-18.772	-18.792	-18.815	-18.842	-18.872	-18.906	-18.944	-18.986	-19.034	-19.087	-19.146	-19.212	-19.289	-19.377	-19.483	-19.617	-19.801	-20.109
-20.007	-19.939	-19.872	-19.805	-19.738	-19.672	-19.606	-19.54	-19.475	-19.41	-19.345	-19.282	-19.219	-19.158	-19.097	-19.039	-18.982	-18.928	-18.879	-18.834	-18.794	-18.761	-18.736	-18.719	-18.71	-18.708	-18.713	-18.722	-18.735	-18.749	-18.764	-18.78	-18.801	-18.824	-18.85	-18.88	-18.914	-18.952	-18.995	-19.042	-19.095	-19.154	-19.22	-19.297	-19.385	-19.492	-19.625	-19.809	-20.117
-20.015	-19.948	-19.88	-19.813	-19.746	-19.68	-19.614	-19.548	-19.483	-19.418	-19.354	-19.29	-19.227	-19.166	-19.106	-19.047	-18.991	-18.937	-18.887	-18.842	-18.802	-18.769	-18.744	-18.727	-18.718	-18.716	-18.721	-18.73	-18.743	-18.757	-18.772	-18.789	-18.809	-18.832	-18.859	-18.889	-18.923	-18.961	-19.003	-19.05	-19.103	-19.162	-19.229	-19.305	-19.394	-19.5	-19.633	-19.818	-20.125
-20.023	-19.956	-19.888	-19.822	-19.755	-19.688	-19.622	-19.556	-19.491	-19.426	-19.362	-19.298	-19.236	-19.174	-19.114	-19.055	-18.999	-18.945	-18.895	-18.85	-18.811	-18.778	-18.752	-18.735	-18.726	-18.725	-18.729	-18.739	-18.751	-18.765	-18.78	-18.797	-18.817	-18.84	-18.867	-18.897	-18.931	-18.969	-19.011	-19.058	-19.111	-19.17	-19.237	-19.313	-19.402	-19.508	-19.641	-19.826	-20.133
-20.032	-19.964	-19.897	-19.83	-19.763	-19.696	-19.63	-19.564	-19.499	-19.434	-19.37	-19.306	-19.244	-19.182	-19.122	-19.063	-19.007	-18.954	-18.903	-18.858	-18.819	-18.786	-18.76	-18.743	-18.734	-18.733	-18.738	-18.747	-18.759	-18.774	-18.789	-18.805	-18.825	-18.848	-18.875	-18.905	-18.939	-18.977	-19.019	-19.067	-19.119	-19.178	-19.245	-19.321	-19.41	-19.516	-19.65	-19.834	-20.141
-20.04	-19.973	-19.905	-19.838	-19.771	-19.704	-19.638	-19.573	-19.507	-19.442	-19.378	-19.315	-19.252	-19.19	-19.13	-19.071	-19.015	-18.961	-18.912	-18.866	-18.827	-18.794	-18.769	-18.752	-18.743	-18.741	-18.746	-18.755	-18.768	-18.782	-18.797	-18.813	-18.833	-18.857	-18.883	-18.913	-18.947	-18.985	-19.027	-19.075	-19.127	-19.186	-19.253	-19.329	-19.418	-19.524	-19.658	-19.842	-20.149
-20.049	-19.981	-19.914	-19.846	-19.779	-19.713	-19.646	-19.581	-19.515	-19.451	-19.386	-19.323	-19.26	-19.199	-19.138	-19.08	-19.023	-18.97	-18.92	-18.875	-18.835	-18.802	-18.777	-18.76	-18.751	-18.749	-18.754	-18.763	-18.776	-18.79	-18.805	-18.822	-18.842	-18.865	-18.891	-18.922	-18.955	-18.993	-19.036	-19.083	-19.135	-19.194	-19.261	-19.337	-19.426	-19.532	-19.666	-19.85	-20.157
-20.058	-19.99	-19.922	-19.854	-19.788	-19.721	-19.655	-19.589	-19.523	-19.459	-19.394	-19.331	-19.268	-19.207	-19.146	-19.088	-19.031	-18.978	-18.928	-18.883	-18.843	-18.811	-18.785	-18.768	-18.759	-18.758	-18.762	-18.772	-18.784	-18.798	-18.813	-18.83	-18.85	-18.873	-18.9	-18.93	-18.963	-19.001	-19.044	-19.091	-19.144	-19.203	-19.269	-19.345	-19.434	-19.54	-19.673	-19.858	-20.165
