1.210002400000000080e+03 8.738545534914108140e-03 8.573974741813660677e-03
1.210138200000000097e+03 2.551252128168572664e-02 8.573974741813660677e-03
1.210274100000000089e+03 1.684319435370465251e-03 8.573974741813660677e-03
1.210409900000000107e+03 5.038385967809704165e-03 8.573974741813660677e-03
1.210545699999999897e+03 5.014098737306885503e-03 8.573974741813660677e-03
1.210681499999999915e+03 -6.897573462800463476e-04 8.573974741813660677e-03
1.210817399999999907e+03 -4.954595022574980953e-03 8.573974741813660677e-03
1.210953199999999924e+03 -1.904968924488571400e-02 8.573974741813660677e-03
1.211088999999999942e+03 9.706391670451426992e-03 8.573974741813660677e-03
1.211224799999999959e+03 4.897520030893357142e-03 8.573974741813660677e-03
1.211360699999999952e+03 5.853222551179266663e-04 8.573974741813660677e-03
1.211496499999999969e+03 4.717794525172500086e-03 8.573974741813660677e-03
1.211632299999999987e+03 -3.330993663461561706e-03 8.573974741813660677e-03
1.211768100000000004e+03 1.748559160050420364e-02 8.573974741813660677e-03
1.211903999999999996e+03 7.441607426063597854e-03 8.573974741813660677e-03
1.212039800000000014e+03 2.065386081959687953e-02 8.573974741813660677e-03
1.212175600000000031e+03 5.802219367123347300e-03 8.573974741813660677e-03
1.212311400000000049e+03 8.261301455533723997e-03 8.573974741813660677e-03
1.212447200000000066e+03 8.600108321048040988e-03 8.573974741813660677e-03
1.212583100000000059e+03 3.339494194137547761e-03 8.573974741813660677e-03
1.212718900000000076e+03 4.298839798998880558e-03 8.573974741813660677e-03
1.212854700000000093e+03 -1.868902387191885952e-03 8.573974741813660677e-03
1.212990500000000111e+03 6.184743247542739270e-03 8.573974741813660677e-03
1.213126400000000103e+03 8.382737608047816438e-03 8.573974741813660677e-03
1.213262199999999893e+03 7.485324440968671965e-03 8.573974741813660677e-03
1.213397999999999911e+03 1.614736519979889998e-02 8.573974741813660677e-03
1.213533799999999928e+03 1.727307833360454056e-02 8.573974741813660677e-03
1.213669699999999921e+03 1.242899020981738309e-02 8.573974741813660677e-03
1.213805499999999938e+03 2.247176002273284720e-02 8.573974741813660677e-03
1.213941299999999956e+03 8.972917309266305666e-03 8.573974741813660677e-03
1.214077099999999973e+03 -9.429517242719294423e-03 8.573974741813660677e-03
1.214212999999999965e+03 2.100845438493802956e-03 8.573974741813660677e-03
1.214348799999999983e+03 6.297678869380845222e-03 8.573974741813660677e-03
1.214484600000000000e+03 8.263730178584005603e-03 8.573974741813660677e-03
1.214620400000000018e+03 1.879831640918154263e-03 8.573974741813660677e-03
1.214756200000000035e+03 2.225074622515719677e-02 8.573974741813660677e-03
1.214892100000000028e+03 2.743849866055923792e-02 8.573974741813660677e-03
1.215027900000000045e+03 2.020940450139530054e-02 8.573974741813660677e-03
1.215163700000000063e+03 3.544478419581336553e-02 8.573974741813660677e-03
1.215299500000000080e+03 4.877240193423502956e-02 8.573974741813660677e-03
1.215435400000000072e+03 6.238418026953967965e-02 8.573974741813660677e-03
1.215571200000000090e+03 5.521580418663279283e-02 8.573974741813660677e-03
1.215707000000000107e+03 4.795999407391575431e-02 8.573974741813660677e-03
1.215842799999999897e+03 4.782155686004968542e-02 8.573974741813660677e-03
1.215978699999999890e+03 3.741083550501652505e-02 8.573974741813660677e-03
1.216114499999999907e+03 4.254394167178722486e-02 8.573974741813660677e-03
1.216250299999999925e+03 3.313385421347018328e-02 8.573974741813660677e-03
1.216386099999999942e+03 1.704963581297860853e-02 8.573974741813660677e-03
1.216521999999999935e+03 2.310808546190669388e-02 8.573974741813660677e-03
1.216657799999999952e+03 2.795217358569384788e-02 8.573974741813660677e-03
1.216793599999999969e+03 2.184757819881041202e-02 8.573974741813660677e-03
1.216929399999999987e+03 3.185270280444650170e-03 8.573974741813660677e-03
1.217065200000000004e+03 4.584214757406997881e-03 8.573974741813660677e-03
1.217201099999999997e+03 1.762888626047083226e-02 8.573974741813660677e-03
1.217336900000000014e+03 1.900961531455606576e-02 8.573974741813660677e-03
1.217472700000000032e+03 2.586711484702687927e-02 8.573974741813660677e-03
1.217608500000000049e+03 1.608178967744128968e-02 8.573974741813660677e-03
1.217744400000000041e+03 1.287830397411952703e-02 8.573974741813660677e-03
1.217880200000000059e+03 1.852508506602483507e-02 8.573974741813660677e-03
1.218016000000000076e+03 7.315313827448941333e-03 8.573974741813660677e-03
1.218151800000000094e+03 3.012830943874639233e-03 8.573974741813660677e-03
1.218287700000000086e+03 -3.157339965366409099e-03 8.573974741813660677e-03
1.218423500000000104e+03 -2.252640629136418941e-03 8.573974741813660677e-03
1.218559299999999894e+03 7.893349913416022748e-04 8.573974741813660677e-03
1.218695099999999911e+03 6.802853263839471303e-03 8.573974741813660677e-03
1.218830899999999929e+03 1.571019505074816927e-02 8.573974741813660677e-03
1.218966799999999921e+03 1.045322400841309542e-02 8.573974741813660677e-03
1.219102599999999939e+03 4.002535586864494274e-03 8.573974741813660677e-03
1.219238399999999956e+03 3.010402220824356760e-03 8.573974741813660677e-03
1.219374199999999973e+03 8.980203478417152219e-03 8.573974741813660677e-03
1.219510099999999966e+03 1.318067999387961819e-02 8.573974741813660677e-03
1.219645899999999983e+03 2.631885733437930308e-02 8.573974741813660677e-03
1.219781700000000001e+03 -3.460930346651640852e-04 8.573974741813660677e-03
1.219917500000000018e+03 -2.467582619086362752e-03 8.573974741813660677e-03
